Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label
0.01,0.03,6.83,16,16,1024,0.03,128,64,0,0,0,0,1
0,0.06,0.62,512,17,512,0,5,4,2,32,64,64,0
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.03,6.22,16,16,1024,0.03,128,64,2,32,64,64,0
0,0.03,6.22,16,16,1024,0.03,128,64,0,0,0,0,1
0,0.03,6.22,16,16,1024,0.03,128,64,0,0,0,0,1
0,0.06,0.62,512,17,512,0,5,4,2,32,64,64,0
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.03,5.85,16,16,1024,0.03,128,64,2,32,64,64,0
0,0.03,5.85,16,16,1024,0.03,128,64,0,0,0,0,1
0,0.03,5.85,16,16,1024,0.03,128,64,0,0,0,0,1
0,0.06,0.62,512,17,512,0,5,4,2,32,64,64,0
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.02,5.85,16,16,1024,0.03,128,64,2,32,64,64,0
0,0.02,5.85,16,16,1024,0.03,128,64,0,0,0,0,1
0,0.02,5.85,16,16,1024,0.03,128,64,0,0,0,0,1
0,0.06,0.62,512,17,512,0,5,4,2,32,64,64,0
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
0.14,0.05,662.25,16,16,102400,2.5,128,64,8,65,448,448,6
0.14,0.05,662.25,16,16,102400,2.5,128,64,0,0,0,0,0
0.14,0.05,662.25,16,16,102400,2.5,128,64,1,2,384,64,1
0,0.07,1.72,512,17,512,0,5,4,8,65,448,448,0
0,0.07,1.72,512,17,512,0,5,4,0,0,0,0,5
0,0.07,1.72,512,17,512,0,5,4,1,2,384,64,0
0.14,0.05,662.25,16,16,102400,2.5,128,64,8,65,448,448,6
0.14,0.05,662.25,16,16,102400,2.5,128,64,0,0,0,0,0
0.14,0.05,662.25,16,16,102400,2.5,128,64,1,2,384,64,1
0,0.06,1.72,512,17,512,0,5,4,8,65,448,448,0
0,0.06,1.72,512,17,512,0,5,4,0,0,0,0,5
0,0.06,1.72,512,17,512,0,5,4,1,2,384,64,0
0.14,0.05,656.47,16,16,102400,2.5,128,64,8,65,448,448,6
0.14,0.05,656.47,16,16,102400,2.5,128,64,0,0,0,0,0
0.14,0.05,656.47,16,16,102400,2.5,128,64,1,2,384,64,1
0,0.06,1.72,512,17,512,0,5,4,8,65,448,448,0
0,0.06,1.72,512,17,512,0,5,4,0,0,0,0,5
0,0.06,1.72,512,17,512,0,5,4,1,2,384,64,0
0.14,0.05,652.27,16,16,102400,2.5,128,64,8,65,448,448,6
0.14,0.05,652.27,16,16,102400,2.5,128,64,0,0,0,0,0
0.14,0.05,652.27,16,16,102400,2.5,128,64,1,2,384,64,1
0,0.07,1.72,512,17,512,0,5,4,8,65,448,448,0
0,0.07,1.72,512,17,512,0,5,4,0,0,0,0,5
0,0.07,1.72,512,17,512,0,5,4,1,2,384,64,0
0.14,0.05,652.27,16,16,102400,2.5,128,64,8,65,448,448,6
0.14,0.05,652.27,16,16,102400,2.5,128,64,0,0,0,0,0
0.14,0.05,652.27,16,16,102400,2.5,128,64,1,2,384,64,1
0,0.06,1.72,512,17,512,0,5,4,8,65,448,448,0
0,0.06,1.72,512,17,512,0,5,4,0,0,0,0,5
0,0.06,1.72,512,17,512,0,5,4,1,2,384,64,0
0.15,0.05,730.01,16,16,112896,2.76,128,64,8,1,448,448,6
0.15,0.05,730.01,16,16,112896,2.76,128,64,0,0,0,0,6
0.15,0.05,730.01,16,16,112896,2.76,128,64,1,8,576,64,6
0,0.07,1.84,512,17,512,0,5,4,8,1,448,448,0
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,0
0,0.07,1.84,512,17,512,0,5,4,1,8,576,64,0
0.15,0.05,730.01,16,16,112896,2.76,128,64,8,1,448,448,6
0.15,0.05,730.01,16,16,112896,2.76,128,64,0,0,0,0,6
0.15,0.05,730.01,16,16,112896,2.76,128,64,1,8,576,64,6
0,0.07,1.97,512,17,512,0,5,4,8,1,448,448,0
0,0.07,1.97,512,17,512,0,5,4,0,0,0,0,0
0,0.07,1.97,512,17,512,0,5,4,1,8,576,64,0
0.15,0.05,723.95,16,16,112896,2.76,128,64,8,1,448,448,6
0.15,0.05,723.95,16,16,112896,2.76,128,64,0,0,0,0,6
0.15,0.05,723.95,16,16,112896,2.76,128,64,1,8,576,64,6
0,0.07,1.84,512,17,512,0,5,4,8,1,448,448,0
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,0
0,0.07,1.84,512,17,512,0,5,4,1,8,576,64,0
0.15,0.06,719.54,16,16,112896,2.76,128,64,8,1,448,448,6
0.15,0.06,719.54,16,16,112896,2.76,128,64,0,0,0,0,6
0.15,0.06,719.54,16,16,112896,2.76,128,64,1,8,576,64,6
0,0.07,1.84,512,17,512,0,5,4,8,1,448,448,0
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,0
0,0.07,1.84,512,17,512,0,5,4,1,8,576,64,0
0.15,0.05,719.54,16,16,112896,2.76,128,64,8,1,448,448,6
0.15,0.05,719.54,16,16,112896,2.76,128,64,0,0,0,0,6
0.15,0.05,719.54,16,16,112896,2.76,128,64,1,8,576,64,6
0,0.07,1.84,512,17,512,0,5,4,8,1,448,448,0
0,0.07,1.84,512,17,512,0,5,4,0,0,0,0,0
0,0.07,1.84,512,17,512,0,5,4,1,8,576,64,0
0.15,0.05,875.44,16,16,135424,3.31,128,64,10,28,576,576,6
0.15,0.05,875.44,16,16,135424,3.31,128,64,0,0,0,0,0
0.15,0.05,875.44,16,16,135424,3.31,128,64,1,24,512,0,1
0,0.07,1.96,512,17,512,0,5,4,10,28,576,576,0
0,0.07,1.96,512,17,512,0,5,4,0,0,0,0,0
0,0.07,1.96,512,17,512,0,5,4,1,24,512,0,0
0.15,0.05,875.44,16,16,135424,3.31,128,64,10,28,576,576,6
0.15,0.05,875.44,16,16,135424,3.31,128,64,0,0,0,0,0
0.15,0.05,875.44,16,16,135424,3.31,128,64,1,24,512,0,1
0,0.07,1.96,512,17,512,0,5,4,10,28,576,576,0
0,0.07,1.96,512,17,512,0,5,4,0,0,0,0,0
0,0.07,1.96,512,17,512,0,5,4,1,24,512,0,0
0.15,0.05,868.8,16,16,135424,3.31,128,64,10,28,576,576,6
0.15,0.05,868.8,16,16,135424,3.31,128,64,0,0,0,0,0
0.15,0.05,868.8,16,16,135424,3.31,128,64,1,24,512,0,1
0,0.07,1.96,512,17,512,0,5,4,10,28,576,576,0
0,0.07,1.96,512,17,512,0,5,4,0,0,0,0,0
0,0.07,1.96,512,17,512,0,5,4,1,24,512,0,0
0.15,0.05,863.96,16,16,135424,3.31,128,64,10,28,576,576,6
0.15,0.05,863.96,16,16,135424,3.31,128,64,0,0,0,0,0
0.15,0.05,863.96,16,16,135424,3.31,128,64,1,24,512,0,1
0,0.07,1.96,512,17,512,0,5,4,10,28,576,576,0
0,0.07,1.96,512,17,512,0,5,4,0,0,0,0,0
0,0.07,1.96,512,17,512,0,5,4,1,24,512,0,0
0.15,0.05,863.96,16,16,135424,3.31,128,64,10,28,576,576,6
0.15,0.05,863.96,16,16,135424,3.31,128,64,0,0,0,0,0
0.15,0.05,863.96,16,16,135424,3.31,128,64,1,24,512,0,1
0,0.07,1.96,512,17,512,0,5,4,10,28,576,576,0
0,0.07,1.96,512,17,512,0,5,4,0,0,0,0,0
0,0.07,1.96,512,17,512,0,5,4,1,24,512,0,0
0.16,0.05,953.1,16,16,147456,3.6,128,64,11,24,960,640,6
0.16,0.05,953.1,16,16,147456,3.6,128,64,1,0,384,64,6
0.16,0.05,953.1,16,16,147456,3.6,128,64,1,9,1088,0,6
0,0.07,2.09,512,17,512,0,5,4,11,24,960,640,0
0,0.07,2.09,512,17,512,0,5,4,1,0,384,64,3
0,0.07,2.09,512,17,512,0,5,4,1,9,1088,0,0
0.15,0.05,953.1,16,16,147456,3.6,128,64,11,24,960,640,6
0.15,0.05,953.1,16,16,147456,3.6,128,64,1,0,384,64,6
0.15,0.05,953.1,16,16,147456,3.6,128,64,1,9,1088,0,6
0,0.07,2.09,512,17,512,0,5,4,11,24,960,640,0
0,0.07,2.09,512,17,512,0,5,4,1,0,384,64,3
0,0.07,2.09,512,17,512,0,5,4,1,9,1088,0,0
0.16,0.05,946.17,16,16,147456,3.6,128,64,11,24,960,640,6
0.16,0.05,946.17,16,16,147456,3.6,128,64,1,0,384,64,6
0.16,0.05,946.17,16,16,147456,3.6,128,64,1,9,1088,0,6
0,0.07,1.96,512,17,512,0,5,4,11,24,960,640,0
0,0.07,1.96,512,17,512,0,5,4,1,0,384,64,3
0,0.07,1.96,512,17,512,0,5,4,1,9,1088,0,0
0.15,0.05,941.12,16,16,147456,3.6,128,64,11,24,960,640,6
0.15,0.05,941.12,16,16,147456,3.6,128,64,1,0,384,64,6
0.15,0.05,941.12,16,16,147456,3.6,128,64,1,9,1088,0,6
0,0.07,1.96,512,17,512,0,5,4,11,24,960,640,0
0,0.07,1.96,512,17,512,0,5,4,1,0,384,64,3
0,0.07,1.96,512,17,512,0,5,4,1,9,1088,0,0
0.15,0.06,941.12,16,16,147456,3.6,128,64,11,24,960,640,6
0.15,0.06,941.12,16,16,147456,3.6,128,64,1,0,384,64,6
0.15,0.06,941.12,16,16,147456,3.6,128,64,1,9,1088,0,6
0,0.07,1.96,512,17,512,0,5,4,11,24,960,640,0
0,0.07,1.96,512,17,512,0,5,4,1,0,384,64,3
0,0.07,1.96,512,17,512,0,5,4,1,9,1088,0,0
0,0.03,0.13,16,16,16,0,128,64,2,2,64,64,4
0,0.03,0.13,16,16,16,0,128,64,0,0,0,0,3
0,0.03,0.13,16,16,16,0,128,64,0,0,0,0,0
0,0.07,0.62,512,17,512,0,5,4,2,2,64,64,0
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
0,0.03,0.13,16,16,16,0,128,64,2,2,64,64,4
0,0.03,0.13,16,16,16,0,128,64,0,0,0,0,3
0,0.03,0.13,16,16,16,0,128,64,0,0,0,0,0
