data, label, time
320,0125,0.009378
336,0125,0.010184
352,0125,0.010997
368,0125,0.012303
384,0125,0.013244
400,0125,0.014419
416,0125,0.015530
432,0125,0.016619
448,0125,0.017916
464,0125,0.020443
480,0125,0.021924
496,0125,0.023573
512,0125,0.025458
528,0125,0.027508
544,0125,0.029014
560,0125,0.030852
576,0125,0.032431
592,0125,0.035122
608,0125,0.037817
624,0125,0.039984
640,0125,0.041916
656,0125,0.044247
672,0125,0.046985
688,0125,0.049683
704,0125,0.052866
720,0125,0.055365
736,0125,0.058838
752,0125,0.062078
768,0125,0.065601
784,0125,0.068727
800,0125,0.072566
816,0125,0.076250
832,0125,0.079851
848,0125,0.082693
864,0125,0.088428
880,0125,0.092335
896,0125,0.095839
912,0125,0.101732
928,0125,0.106468
944,0125,0.111145
960,0125,0.115305
976,0125,0.121209
992,0125,0.127128
1008,0125,0.132614
1024,0125,0.138468
matrix4,0130,0.000356
matrix208,0130,0.134682
matrix1024,0130,96.345369
16,0130,0.000573
32,0130,0.000816
48,0130,0.001074
64,0130,0.001360
80,0130,0.001612
96,0130,0.001955
112,0130,0.002282
128,0130,0.002662
144,0130,0.002991
160,0130,0.003428
176,0130,0.003811
192,0130,0.004443
208,0130,0.004823
224,0130,0.005293
240,0130,0.005791
256,0130,0.006562
272,0130,0.007354
288,0130,0.007911
304,0130,0.008453
320,0130,0.009336
336,0130,0.010166
352,0130,0.011027
368,0130,0.012226
384,0130,0.013269
400,0130,0.014274
416,0130,0.015778
432,0130,0.016667
448,0130,0.018146
464,0130,0.020546
480,0130,0.021890
496,0130,0.023699
512,0130,0.025509
528,0130,0.027416
544,0130,0.027541
560,0130,0.031277
576,0130,0.033326
592,0130,0.035214
608,0130,0.037475
624,0130,0.039582
640,0130,0.041977
656,0130,0.044443
672,0130,0.047169
688,0130,0.050191
704,0130,0.052460
720,0130,0.055388
736,0130,0.059173
752,0130,0.061979
768,0130,0.065563
784,0130,0.068879
800,0130,0.072867
816,0130,0.076139
832,0130,0.080218
848,0130,0.084313
864,0130,0.088377
880,0130,0.091121
896,0130,0.097246
912,0130,0.101460
928,0130,0.106528
944,0130,0.109522
960,0130,0.116429
976,0130,0.120607
992,0130,0.127815
1008,0130,0.132298
1024,0130,0.138248
matrix4,0131,0.000353
matrix208,0131,0.135916
matrix1024,0131,94.890022
16,0131,0.000539
32,0131,0.000786
48,0131,0.001080
64,0131,0.001339
80,0131,0.001618
96,0131,0.001942
112,0131,0.002310
128,0131,0.002641
144,0131,0.003072
160,0131,0.003425
176,0131,0.003801
192,0131,0.004272
208,0131,0.004800
224,0131,0.005277
240,0131,0.005843
256,0131,0.006493
272,0131,0.007151
288,0131,0.007818
304,0131,0.008514
320,0131,0.009411
336,0131,0.010233
352,0131,0.011242
368,0131,0.012210
384,0131,0.013406
400,0131,0.014278
416,0131,0.015613
432,0131,0.016674
448,0131,0.018100
464,0131,0.020511
480,0131,0.022039
496,0131,0.023618
512,0131,0.025626
528,0131,0.027655
544,0131,0.029176
560,0131,0.030621
576,0131,0.032628
592,0131,0.034800
608,0131,0.037601
624,0131,0.039667
640,0131,0.042159
656,0131,0.044482
672,0131,0.047027
688,0131,0.049815
704,0131,0.052676
720,0131,0.055423
736,0131,0.056865
752,0131,0.061786
768,0131,0.063830
784,0131,0.068902
800,0131,0.072504
816,0131,0.076029
832,0131,0.080018
848,0131,0.083972
864,0131,0.088558
880,0131,0.089965
896,0131,0.097169
912,0131,0.101543
928,0131,0.106527
944,0131,0.111412
960,0131,0.116469
976,0131,0.121387
992,0131,0.127280
1008,0131,0.132525
1024,0131,0.138668
matrix4,0132,0.000352
matrix208,0132,0.134461
matrix1024,0132,94.942174
16,0132,0.000533
32,0132,0.000929
48,0132,0.001080
64,0132,0.001351
80,0132,0.001614
96,0132,0.001952
112,0132,0.002299
128,0132,0.002664
144,0132,0.003008
160,0132,0.003401
176,0132,0.003843
192,0132,0.004365
208,0132,0.004778
224,0132,0.005533
240,0132,0.005789
256,0132,0.006559
272,0132,0.007280
288,0132,0.007821
304,0132,0.008511
320,0132,0.009320
336,0132,0.010072
352,0132,0.011173
368,0132,0.012201
384,0132,0.013343
400,0132,0.014247
416,0132,0.015580
432,0132,0.016739
448,0132,0.017980
464,0132,0.020448
480,0132,0.022345
496,0132,0.023539
512,0132,0.025668
528,0132,0.027421
544,0132,0.029184
560,0132,0.031286
576,0132,0.033327
592,0132,0.035211
608,0132,0.037503
624,0132,0.038900
640,0132,0.042179
656,0132,0.044631
672,0132,0.047212
688,0132,0.048018
704,0132,0.052692
720,0132,0.054963
736,0132,0.058971
752,0132,0.059805
768,0132,0.066363
784,0132,0.068832
800,0132,0.072653
816,0132,0.076370
832,0132,0.080290
848,0132,0.084098
864,0132,0.088701
880,0132,0.092739
896,0132,0.096914
912,0132,0.101437
928,0132,0.106144
944,0132,0.108757
960,0132,0.116407
976,0132,0.121625
992,0132,0.127113
1008,0132,0.132436
1024,0132,0.138147
matrix4,0133,0.000339
matrix208,0133,0.140262
matrix1024,0133,87.850916
16,0133,0.000538
32,0133,0.000795
48,0133,0.001078
64,0133,0.001392
80,0133,0.001648
96,0133,0.001973
112,0133,0.002289
128,0133,0.002685
144,0133,0.003083
160,0133,0.003389
176,0133,0.003947
192,0133,0.004273
208,0133,0.004858
224,0133,0.005289
240,0133,0.005816
256,0133,0.006544
272,0133,0.007185
288,0133,0.008215
304,0133,0.008572
320,0133,0.009275
336,0133,0.010142
352,0133,0.011046
368,0133,0.012178
384,0133,0.013249
400,0133,0.014229
416,0133,0.015430
432,0133,0.016890
448,0133,0.018077
464,0133,0.020482
480,0133,0.022155
496,0133,0.023479
512,0133,0.025311
528,0133,0.026023
544,0133,0.028918
560,0133,0.030941
576,0133,0.033358
592,0133,0.035076
608,0133,0.037282
624,0133,0.038395
640,0133,0.042300
656,0133,0.042853
672,0133,0.045796
688,0133,0.049895
704,0133,0.050765
720,0133,0.055175
736,0133,0.058947
752,0133,0.062222
768,0133,0.065213
784,0133,0.068818
800,0133,0.072351
816,0133,0.075694
832,0133,0.080432
848,0133,0.083567
864,0133,0.088032
880,0133,0.092288
896,0133,0.096919
912,0133,0.101097
928,0133,0.106853
944,0133,0.111273
960,0133,0.116462
976,0133,0.118770
992,0133,0.126811
1008,0133,0.131688
1024,0133,0.136029
matrix4,0134,0.000358
matrix208,0134,0.134511
matrix1024,0134,89.201806
16,0134,0.000533
32,0134,0.000856
48,0134,0.001064
64,0134,0.001384
80,0134,0.001592
96,0134,0.001941
112,0134,0.002268
128,0134,0.002673
144,0134,0.003029
160,0134,0.003638
176,0134,0.003931
192,0134,0.004316
208,0134,0.004766
224,0134,0.005409
240,0134,0.005933
256,0134,0.006688
272,0134,0.007178
288,0134,0.007909
304,0134,0.008540
320,0134,0.009438
336,0134,0.010292
352,0134,0.011021
368,0134,0.012155
384,0134,0.013161
400,0134,0.014344
416,0134,0.015316
432,0134,0.016502
448,0134,0.018072
464,0134,0.020337
480,0134,0.022001
496,0134,0.023506
512,0134,0.025026
528,0134,0.027760
544,0134,0.028986
560,0134,0.031003
576,0134,0.033187
592,0134,0.035320
608,0134,0.037446
624,0134,0.038019
640,0134,0.040889
656,0134,0.044208
672,0134,0.047062
688,0134,0.049756
704,0134,0.052740
720,0134,0.055507
736,0134,0.059210
752,0134,0.059712
768,0134,0.065428
784,0134,0.068897
800,0134,0.073076
816,0134,0.076053
832,0134,0.080589
848,0134,0.083768
864,0134,0.088284
880,0134,0.092536
896,0134,0.097053
912,0134,0.101502
928,0134,0.106165
944,0134,0.109833
960,0134,0.116151
976,0134,0.121464
992,0134,0.127013
1008,0134,0.132707
1024,0134,0.136176
matrix4,0135,0.000339
matrix208,0135,0.136350
matrix1024,0135,94.632669
16,0135,0.000632
32,0135,0.000809
48,0135,0.001111
64,0135,0.001352
80,0135,0.001666
96,0135,0.002014
112,0135,0.002286
128,0135,0.002687
144,0135,0.002998
160,0135,0.003463
176,0135,0.003834
192,0135,0.004301
208,0135,0.004761
224,0135,0.005391
240,0135,0.005901
256,0135,0.006412
272,0135,0.007268
288,0135,0.007808
304,0135,0.008521
320,0135,0.009335
336,0135,0.010091
352,0135,0.011187
368,0135,0.012399
384,0135,0.013295
400,0135,0.014296
416,0135,0.015708
432,0135,0.016912
448,0135,0.018014
464,0135,0.020700
480,0135,0.022193
496,0135,0.023570
512,0135,0.025662
528,0135,0.027557
544,0135,0.029090
560,0135,0.030905
576,0135,0.033315
592,0135,0.035366
608,0135,0.037619
624,0135,0.039540
640,0135,0.042199
656,0135,0.044230
672,0135,0.045968
688,0135,0.049959
704,0135,0.052699
720,0135,0.055437
736,0135,0.058698
752,0135,0.061893
768,0135,0.065160
784,0135,0.068814
800,0135,0.072919
816,0135,0.076041
832,0135,0.080123
848,0135,0.083960
864,0135,0.087978
880,0135,0.092562
896,0135,0.097151
912,0135,0.101142
928,0135,0.106515
944,0135,0.111206
960,0135,0.116444
976,0135,0.120924
992,0135,0.124893
1008,0135,0.132322
1024,0135,0.138256
matrix4,0140,0.000355
matrix208,0140,0.132538
matrix1024,0140,94.895611
16,0140,0.000545
32,0140,0.000832
48,0140,0.001081
64,0140,0.001369
80,0140,0.001601
96,0140,0.001982
112,0140,0.002316
128,0140,0.002731
144,0140,0.003019
160,0140,0.003415
176,0140,0.003853
192,0140,0.004379
208,0140,0.004757
224,0140,0.005267
240,0140,0.005843
256,0140,0.006533
272,0140,0.007158
288,0140,0.007856
304,0140,0.008492
320,0140,0.009388
336,0140,0.010128
352,0140,0.011191
368,0140,0.012098
384,0140,0.013368
400,0140,0.014213
416,0140,0.015634
432,0140,0.016676
448,0140,0.017987
464,0140,0.020512
480,0140,0.022081
496,0140,0.022829
512,0140,0.025654
528,0140,0.027911
544,0140,0.029103
560,0140,0.031018
576,0140,0.031735
592,0140,0.033547
608,0140,0.037451
624,0140,0.039621
640,0140,0.042054
656,0140,0.044658
672,0140,0.047325
688,0140,0.049782
704,0140,0.050954
720,0140,0.055370
736,0140,0.057171
752,0140,0.062115
768,0140,0.065339
784,0140,0.069107
800,0140,0.072411
816,0140,0.076139
832,0140,0.080006
848,0140,0.084082
864,0140,0.088276
880,0140,0.092582
896,0140,0.097028
912,0140,0.101481
928,0140,0.106587
944,0140,0.111475
960,0140,0.116122
976,0140,0.121081
992,0140,0.127430
1008,0140,0.132360
1024,0140,0.138532
matrix4,0141,0.000336
matrix208,0141,0.135228
matrix1024,0141,94.823415
16,0141,0.000536
32,0141,0.000792
48,0141,0.001115
64,0141,0.001349
80,0141,0.001617
96,0141,0.001988
112,0141,0.002323
128,0141,0.002687
144,0141,0.003065
160,0141,0.003403
176,0141,0.003768
192,0141,0.004349
208,0141,0.004771
224,0141,0.005346
240,0141,0.005869
256,0141,0.006475
272,0141,0.007289
288,0141,0.007765
304,0141,0.008522
320,0141,0.009461
336,0141,0.010132
352,0141,0.011065
368,0141,0.012201
384,0141,0.013317
400,0141,0.014251
416,0141,0.015582
432,0141,0.016730
448,0141,0.017859
464,0141,0.019938
480,0141,0.020594
496,0141,0.023544
512,0141,0.024421
528,0141,0.027522
544,0141,0.028982
560,0141,0.031034
576,0141,0.033335
592,0141,0.035060
608,0141,0.036001
624,0141,0.039670
640,0141,0.042245
656,0141,0.044820
672,0141,0.047428
688,0141,0.049978
704,0141,0.052536
720,0141,0.055547
736,0141,0.059076
752,0141,0.061944
768,0141,0.066118
784,0141,0.068700
800,0141,0.072500
816,0141,0.076291
832,0141,0.080217
848,0141,0.081571
864,0141,0.088558
880,0141,0.092492
896,0141,0.097391
912,0141,0.101702
928,0141,0.106376
944,0141,0.111386
960,0141,0.116530
976,0141,0.121376
992,0141,0.127406
1008,0141,0.132589
1024,0141,0.138329
matrix4,0142,0.000372
matrix208,0142,0.130512
matrix1024,0142,95.127568
16,0142,0.000537
32,0142,0.000814
48,0142,0.001121
64,0142,0.001395
80,0142,0.001682
96,0142,0.001984
112,0142,0.002262
128,0142,0.002709
144,0142,0.003183
160,0142,0.003386
176,0142,0.003938
192,0142,0.004346
208,0142,0.004913
224,0142,0.005242
240,0142,0.005974
256,0142,0.006578
272,0142,0.007263
288,0142,0.007879
304,0142,0.008647
320,0142,0.009370
336,0142,0.010303
352,0142,0.011146
368,0142,0.012125
384,0142,0.013222
400,0142,0.014271
416,0142,0.015625
432,0142,0.016676
448,0142,0.018305
464,0142,0.020550
480,0142,0.021988
496,0142,0.023622
512,0142,0.025581
528,0142,0.027619
544,0142,0.028984
560,0142,0.031291
576,0142,0.032892
592,0142,0.035363
608,0142,0.037578
624,0142,0.038094
640,0142,0.042021
656,0142,0.044493
672,0142,0.047266
688,0142,0.049719
704,0142,0.052806
720,0142,0.055600
736,0142,0.057992
752,0142,0.060376
768,0142,0.065370
784,0142,0.068578
800,0142,0.072741
816,0142,0.074522
832,0142,0.080140
848,0142,0.084369
864,0142,0.088377
880,0142,0.092471
896,0142,0.097007
912,0142,0.101826
928,0142,0.106449
944,0142,0.111207
960,0142,0.116205
976,0142,0.121445
992,0142,0.127109
1008,0142,0.132674
1024,0142,0.138446
matrix4,0143,0.000347
matrix208,0143,0.139861
matrix1024,0143,87.632173
16,0143,0.000529
32,0143,0.000875
48,0143,0.001081
64,0143,0.001346
80,0143,0.001736
96,0143,0.001960
112,0143,0.002366
128,0143,0.002749
144,0143,0.003013
160,0143,0.003389
176,0143,0.003964
192,0143,0.004381
208,0143,0.004893
224,0143,0.005329
240,0143,0.006053
256,0143,0.006576
272,0143,0.007242
288,0143,0.007873
304,0143,0.008554
320,0143,0.009414
336,0143,0.010149
352,0143,0.011200
368,0143,0.012275
384,0143,0.013289
400,0143,0.014358
416,0143,0.015762
432,0143,0.016690
448,0143,0.017993
464,0143,0.020614
480,0143,0.021902
496,0143,0.023329
512,0143,0.025565
528,0143,0.026020
544,0143,0.029068
560,0143,0.029856
576,0143,0.033363
592,0143,0.035436
608,0143,0.035790
624,0143,0.039695
640,0143,0.041880
656,0143,0.044670
672,0143,0.047215
688,0143,0.049942
704,0143,0.053005
720,0143,0.056203
736,0143,0.059009
752,0143,0.060973
768,0143,0.065577
784,0143,0.068878
800,0143,0.073867
816,0143,0.076417
832,0143,0.080636
848,0143,0.084276
864,0143,0.088571
880,0143,0.092816
896,0143,0.097356
912,0143,0.101712
928,0143,0.106510
944,0143,0.110998
960,0143,0.116309
976,0143,0.121918
992,0143,0.127418
1008,0143,0.132568
1024,0143,0.136372
matrix4,0144,0.000359
matrix208,0144,0.134405
matrix1024,0144,88.877198
16,0144,0.000557
32,0144,0.000823
48,0144,0.001071
64,0144,0.001357
80,0144,0.001636
96,0144,0.002005
112,0144,0.002436
128,0144,0.002694
144,0144,0.003046
160,0144,0.003423
176,0144,0.003984
192,0144,0.004424
208,0144,0.004851
224,0144,0.005428
240,0144,0.005856
256,0144,0.006524
272,0144,0.007083
288,0144,0.007829
304,0144,0.008504
320,0144,0.009515
336,0144,0.010235
352,0144,0.011025
368,0144,0.012116
384,0144,0.013528
400,0144,0.014228
416,0144,0.015417
432,0144,0.016601
448,0144,0.018177
464,0144,0.020416
480,0144,0.022245
496,0144,0.023533
512,0144,0.025653
528,0144,0.027557
544,0144,0.029101
560,0144,0.030603
576,0144,0.033387
592,0144,0.033974
608,0144,0.037292
624,0144,0.039777
640,0144,0.041993
656,0144,0.044321
672,0144,0.047162
688,0144,0.049622
704,0144,0.052781
720,0144,0.055714
736,0144,0.058740
752,0144,0.062291
768,0144,0.065159
784,0144,0.068838
800,0144,0.072569
816,0144,0.076033
832,0144,0.079743
848,0144,0.083948
864,0144,0.088504
880,0144,0.092569
896,0144,0.097374
912,0144,0.101414
928,0144,0.106232
944,0144,0.111391
960,0144,0.116553
976,0144,0.121376
992,0144,0.127160
1008,0144,0.132315
1024,0144,0.135898
matrix4,0145,0.000353
matrix208,0145,0.133749
matrix1024,0145,94.902609
16,0145,0.000538
32,0145,0.000802
48,0145,0.001076
64,0145,0.001345
80,0145,0.001714
96,0145,0.001946
112,0145,0.002290
128,0145,0.002705
144,0145,0.003002
160,0145,0.003433
176,0145,0.003879
192,0145,0.004439
208,0145,0.004903
224,0145,0.005271
240,0145,0.005823
256,0145,0.006623
272,0145,0.007160
288,0145,0.008014
304,0145,0.008533
320,0145,0.009418
336,0145,0.010171
352,0145,0.011328
368,0145,0.012191
384,0145,0.013260
400,0145,0.014187
416,0145,0.015503
432,0145,0.016591
448,0145,0.018246
464,0145,0.020415
480,0145,0.021980
496,0145,0.023654
512,0145,0.025558
528,0145,0.027523
544,0145,0.028794
560,0145,0.031075
576,0145,0.033404
592,0145,0.035299
608,0145,0.037396
624,0145,0.039431
640,0145,0.042284
656,0145,0.044514
672,0145,0.047228
688,0145,0.049899
704,0145,0.052646
720,0145,0.055589
736,0145,0.058845
752,0145,0.061859
768,0145,0.065746
784,0145,0.068999
800,0145,0.072676
816,0145,0.076170
832,0145,0.080399
848,0145,0.084053
864,0145,0.088566
880,0145,0.092759
896,0145,0.094785
912,0145,0.101510
928,0145,0.106499
944,0145,0.112029
960,0145,0.116822
976,0145,0.121788
992,0145,0.127624
1008,0145,0.130126
1024,0145,0.138479
matrix4,0150,0.000349
matrix208,0150,0.136493
matrix1024,0150,95.029362
16,0150,0.000539
32,0150,0.000810
48,0150,0.001115
64,0150,0.001400
80,0150,0.001661
96,0150,0.002006
112,0150,0.002344
128,0150,0.002677
144,0150,0.003030
160,0150,0.003422
176,0150,0.003881
192,0150,0.004373
208,0150,0.004859
224,0150,0.005377
240,0150,0.005911
256,0150,0.006623
272,0150,0.007287
288,0150,0.007966
304,0150,0.008667
320,0150,0.009549
336,0150,0.010262
352,0150,0.011153
368,0150,0.012272
384,0150,0.013304
400,0150,0.014184
416,0150,0.015547
432,0150,0.016852
448,0150,0.017979
464,0150,0.020572
480,0150,0.022071
496,0150,0.023703
512,0150,0.025611
528,0150,0.027531
544,0150,0.029551
560,0150,0.031169
576,0150,0.033268
592,0150,0.035307
608,0150,0.037573
624,0150,0.039875
640,0150,0.041857
656,0150,0.044516
672,0150,0.047138
688,0150,0.049940
704,0150,0.053090
720,0150,0.055541
736,0150,0.059055
752,0150,0.062190
768,0150,0.065717
784,0150,0.068992
800,0150,0.072962
816,0150,0.076286
832,0150,0.080377
848,0150,0.084203
864,0150,0.088496
880,0150,0.092530
896,0150,0.095373
912,0150,0.101652
928,0150,0.106592
944,0150,0.111275
960,0150,0.117154
976,0150,0.121994
992,0150,0.127085
1008,0150,0.133298
1024,0150,0.138707
matrix4,0151,0.000335
matrix208,0151,0.136879
matrix1024,0151,95.327365
16,0151,0.000563
32,0151,0.000822
48,0151,0.001109
64,0151,0.001397
80,0151,0.001686
96,0151,0.001994
112,0151,0.002379
128,0151,0.002702
144,0151,0.003014
160,0151,0.003457
176,0151,0.003915
192,0151,0.004306
208,0151,0.004767
224,0151,0.005268
240,0151,0.005886
256,0151,0.006626
272,0151,0.007102
288,0151,0.007820
304,0151,0.008490
320,0151,0.009326
336,0151,0.010232
352,0151,0.011201
368,0151,0.012246
384,0151,0.013333
400,0151,0.014238
416,0151,0.015508
432,0151,0.016683
448,0151,0.018063
464,0151,0.020193
480,0151,0.022001
496,0151,0.023591
512,0151,0.025318
528,0151,0.027527
544,0151,0.029058
560,0151,0.030853
576,0151,0.033390
592,0151,0.035412
608,0151,0.037520
624,0151,0.039718
640,0151,0.041990
656,0151,0.044486
672,0151,0.047218
688,0151,0.049943
704,0151,0.052635
720,0151,0.055728
736,0151,0.058457
752,0151,0.061790
768,0151,0.065345
784,0151,0.068820
800,0151,0.072720
816,0151,0.074707
832,0151,0.080326
848,0151,0.084054
864,0151,0.088521
880,0151,0.092547
896,0151,0.096881
912,0151,0.099186
928,0151,0.106754
944,0151,0.110865
960,0151,0.116575
976,0151,0.121581
992,0151,0.127172
1008,0151,0.132628
1024,0151,0.138238
matrix4,0152,0.000366
matrix208,0152,0.137406
matrix1024,0152,94.921367
16,0152,0.000525
32,0152,0.000816
48,0152,0.001073
64,0152,0.001345
80,0152,0.001649
96,0152,0.001986
112,0152,0.002383
128,0152,0.002663
144,0152,0.003025
160,0152,0.003441
176,0152,0.003812
192,0152,0.004277
208,0152,0.004867
224,0152,0.005488
240,0152,0.005899
256,0152,0.006633
272,0152,0.007313
288,0152,0.007919
304,0152,0.008504
320,0152,0.009407
336,0152,0.010049
352,0152,0.011180
368,0152,0.012319
384,0152,0.013538
400,0152,0.014372
416,0152,0.015266
432,0152,0.016624
448,0152,0.017950
464,0152,0.020333
480,0152,0.021246
496,0152,0.023440
512,0152,0.025447
528,0152,0.027468
544,0152,0.029012
560,0152,0.030946
576,0152,0.033149
592,0152,0.035707
608,0152,0.037668
624,0152,0.039652
640,0152,0.042128
656,0152,0.044403
672,0152,0.047094
688,0152,0.050074
704,0152,0.052904
720,0152,0.055698
736,0152,0.059056
752,0152,0.061878
768,0152,0.065429
784,0152,0.068903
800,0152,0.072450
816,0152,0.076048
832,0152,0.080084
848,0152,0.084383
864,0152,0.088381
880,0152,0.092321
896,0152,0.097244
912,0152,0.101276
928,0152,0.103812
944,0152,0.111328
960,0152,0.116502
976,0152,0.121377
992,0152,0.126864
1008,0152,0.132178
1024,0152,0.138474
matrix4,0153,0.000351
matrix208,0153,0.138481
matrix1024,0153,88.117887
16,0153,0.000546
32,0153,0.000835
48,0153,0.001080
64,0153,0.001370
80,0153,0.001634
96,0153,0.002019
112,0153,0.002293
128,0153,0.002654
144,0153,0.003003
160,0153,0.003488
176,0153,0.003784
192,0153,0.004304
208,0153,0.004744
224,0153,0.005426
240,0153,0.005801
256,0153,0.006595
272,0153,0.007184
288,0153,0.007801
304,0153,0.008459
320,0153,0.009433
336,0153,0.010200
352,0153,0.011172
368,0153,0.012192
384,0153,0.013318
400,0153,0.014235
416,0153,0.015434
432,0153,0.016751
448,0153,0.017912
464,0153,0.020444
480,0153,0.022118
496,0153,0.023620
512,0153,0.025507
528,0153,0.027321
544,0153,0.028877
560,0153,0.030909
576,0153,0.033411
592,0153,0.035282
608,0153,0.037810
624,0153,0.039906
640,0153,0.042041
656,0153,0.044547
672,0153,0.047092
688,0153,0.049862
704,0153,0.052893
720,0153,0.055642
736,0153,0.058871
752,0153,0.062054
768,0153,0.065533
784,0153,0.069523
800,0153,0.072990
816,0153,0.075900
832,0153,0.080284
848,0153,0.082607
864,0153,0.088466
880,0153,0.092579
896,0153,0.097056
912,0153,0.101505
928,0153,0.106301
944,0153,0.111442
960,0153,0.116529
976,0153,0.121240
992,0153,0.127310
1008,0153,0.130553
1024,0153,0.138043
matrix4,0154,0.000355
matrix208,0154,0.140383
matrix1024,0154,89.613357
16,0154,0.000569
32,0154,0.000798
48,0154,0.001133
64,0154,0.001343
80,0154,0.001694
96,0154,0.002009
112,0154,0.002270
128,0154,0.002743
144,0154,0.003074
160,0154,0.003425
176,0154,0.003838
192,0154,0.004443
208,0154,0.004790
224,0154,0.005325
240,0154,0.006014
256,0154,0.006559
272,0154,0.007249
288,0154,0.008109
304,0154,0.008515
320,0154,0.009364
336,0154,0.010342
352,0154,0.011339
368,0154,0.012306
384,0154,0.013323
400,0154,0.014409
416,0154,0.015563
432,0154,0.016735
448,0154,0.018158
464,0154,0.020486
480,0154,0.022122
496,0154,0.023672
512,0154,0.025956
528,0154,0.027825
544,0154,0.029034
560,0154,0.030909
576,0154,0.033849
592,0154,0.034581
608,0154,0.037798
624,0154,0.039689
640,0154,0.042136
656,0154,0.044181
672,0154,0.045277
688,0154,0.049596
704,0154,0.052825
720,0154,0.055297
736,0154,0.058909
752,0154,0.062129
768,0154,0.064377
784,0154,0.068719
800,0154,0.072406
816,0154,0.075980
832,0154,0.080297
848,0154,0.083938
864,0154,0.088257
880,0154,0.092572
896,0154,0.097412
912,0154,0.101779
928,0154,0.104419
944,0154,0.111116
960,0154,0.116116
976,0154,0.119914
992,0154,0.126846
1008,0154,0.132382
1024,0154,0.138379
matrix4,0155,0.000346
matrix208,0155,0.136004
matrix1024,0155,95.209868
16,0155,0.000535
32,0155,0.000804
48,0155,0.001072
64,0155,0.001439
80,0155,0.001671
96,0155,0.001947
112,0155,0.002385
128,0155,0.002634
144,0155,0.003032
160,0155,0.003393
176,0155,0.003883
192,0155,0.004273
208,0155,0.004787
224,0155,0.005404
240,0155,0.005801
256,0155,0.006540
272,0155,0.007229
288,0155,0.007833
304,0155,0.008520
320,0155,0.009436
336,0155,0.010246
352,0155,0.011114
368,0155,0.012237
384,0155,0.013362
400,0155,0.014264
416,0155,0.015707
432,0155,0.016904
448,0155,0.018167
464,0155,0.020569
480,0155,0.021836
496,0155,0.023736
512,0155,0.025815
528,0155,0.027704
544,0155,0.029732
560,0155,0.031139
576,0155,0.031792
592,0155,0.033746
608,0155,0.037546
624,0155,0.040008
640,0155,0.042330
656,0155,0.044485
672,0155,0.045352
688,0155,0.050134
704,0155,0.052835
720,0155,0.055434
736,0155,0.059117
752,0155,0.061918
768,0155,0.065473
784,0155,0.068757
800,0155,0.072544
816,0155,0.076374
832,0155,0.080087
848,0155,0.084445
864,0155,0.088232
880,0155,0.092225
896,0155,0.096986
912,0155,0.101522
928,0155,0.106692
944,0155,0.111638
960,0155,0.116806
976,0155,0.121593
992,0155,0.127141
1008,0155,0.132685
1024,0155,0.138393
matrix4,0200,0.000322
matrix208,0200,0.004890
matrix1024,0200,0.138764
16,0200,0.000533
32,0200,0.000839
48,0200,0.001136
64,0200,0.001343
80,0200,0.001707
96,0200,0.001976
112,0200,0.002310
128,0200,0.002654
144,0200,0.003026
160,0200,0.003589
176,0200,0.003919
192,0200,0.004300
208,0200,0.004762
224,0200,0.005303
240,0200,0.005865
256,0200,0.006566
272,0200,0.007282
288,0200,0.007907
304,0200,0.008616
320,0200,0.009469
336,0200,0.010176
352,0200,0.011410
368,0200,0.012236
384,0200,0.013463
400,0200,0.014219
416,0200,0.015652
432,0200,0.016706
448,0200,0.018299
464,0200,0.020509
480,0200,0.022123
496,0200,0.023647
512,0200,0.025750
528,0200,0.028176
544,0200,0.029520
560,0200,0.030931
576,0200,0.033364
592,0200,0.035229
608,0200,0.037645
624,0200,0.039816
640,0200,0.042366
656,0200,0.046311
672,0200,0.047373
688,0200,0.049552
704,0200,0.052849
720,0200,0.055581
736,0200,0.059058
752,0200,0.061752
768,0200,0.065260
784,0200,0.068740
800,0200,0.072859
816,0200,0.076015
832,0200,0.080082
848,0200,0.083954
864,0200,0.088037
880,0200,0.092431
896,0200,0.096846
912,0200,0.101696
928,0200,0.106498
944,0200,0.111095
960,0200,0.116267
976,0200,0.121529
992,0200,0.126787
1008,0200,0.132166
1024,0200,0.138179
matrix4,0201,0.000341
matrix208,0201,0.005880
matrix1024,0201,0.157416
16,0201,0.000555
32,0201,0.000814
48,0201,0.001080
64,0201,0.001352
80,0201,0.001699
96,0201,0.001972
112,0201,0.002303
128,0201,0.002644
144,0201,0.002997
160,0201,0.003466
176,0201,0.003819
192,0201,0.004416
208,0201,0.004835
224,0201,0.005399
240,0201,0.005819
256,0201,0.006646
272,0201,0.007194
288,0201,0.007828
304,0201,0.008491
320,0201,0.009486
336,0201,0.010155
352,0201,0.011079
368,0201,0.012204
384,0201,0.013299
400,0201,0.014197
416,0201,0.015746
432,0201,0.016682
448,0201,0.018068
464,0201,0.020347
480,0201,0.022091
496,0201,0.023741
512,0201,0.025503
528,0201,0.027406
544,0201,0.028899
560,0201,0.030921
576,0201,0.032748
592,0201,0.035060
608,0201,0.037668
624,0201,0.039675
640,0201,0.041934
656,0201,0.044496
672,0201,0.047045
688,0201,0.050089
704,0201,0.052823
720,0201,0.055553
736,0201,0.058763
752,0201,0.061965
768,0201,0.065414
784,0201,0.068706
800,0201,0.072450
816,0201,0.076389
832,0201,0.080127
848,0201,0.083990
864,0201,0.088353
